english_name;iso_639_1;name;movie_id
English;en;English;926
English;en;English;927
Spanish;es;Español;927
English;en;English;928
English;en;English;929
French;fr;Français;929
Japanese;ja;日本語;929
Russian;ru;Pусский;929
Spanish;es;Español;929
German;de;Deutsch;930
Italian;it;Italiano;931
English;en;English;931
German;de;Deutsch;932
German;de;Deutsch;933
English;en;English;934
French;fr;Français;934
Italian;it;Italiano;934
English;en;English;935
English;en;English;936
French;fr;Français;936
Italian;it;Italiano;936
Italian;it;Italiano;938
English;en;English;939
Spanish;es;Español;939
Yiddish;yi;;939
Italian;it;Italiano;940
English;en;English;940
German;de;Deutsch;940
French;fr;Français;940
English;en;English;941
English;en;English;942
Afrikaans;af;Afrikaans;942
English;en;English;943
English;en;English;944
Cantonese;cn;广州话 / 廣州話;944
Mandarin;zh;普通话;944
English;en;English;946
English;en;English;947
Arabic;ar;العربية;947
Turkish;tr;Türkçe;947
English;en;English;948
English;en;English;949
Spanish;es;Español;949
English;en;English;950
English;en;English;951
Spanish;es;Español;951
English;en;English;953
French;fr;Français;953
German;de;Deutsch;953
Portuguese;pt;Português;953
Spanish;es;Español;953
English;en;English;954
French;fr;Français;954
Czech;cs;Český;954
English;en;English;955
German;de;Deutsch;956
English;en;English;956
Italian;it;Italiano;956
Mandarin;zh;普通话;956
Czech;cs;Český;956
Cantonese;cn;广州话 / 廣州話;956
English;en;English;957
No Language;xx;No Language;961
No Language;xx;No Language;962
English;en;English;963
No Language;xx;No Language;964
English;en;English;965
English;en;English;966
Spanish;es;Español;966
English;en;English;967
English;en;English;968
German;de;Deutsch;975
English;en;English;975
Latin;la;Latin;975
English;en;English;976
No Language;xx;No Language;977
Mandarin;zh;普通话;978
German;de;Deutsch;978
English;en;English;978
Hindi;hi;हिन्दी;978
Tibetan;bo;;978
French;fr;Français;979
English;en;English;980
Spanish;es;Español;980
English;en;English;981
French;fr;Français;981
English;en;English;982
Arabic;ar;العربية;983
English;en;English;983
Urdu;ur;اردو;983
Spanish;es;Español;984
English;en;English;984
English;en;English;985
English;en;English;986
Spanish;es;Español;986
German;de;Deutsch;986
English;en;English;987
English;en;English;988
English;en;English;989
English;en;English;990
English;en;English;991
No Language;xx;No Language;992
Italian;it;Italiano;993
English;en;English;993
English;en;English;994
English;en;English;995
Spanish;es;Español;995
English;en;English;996
